dataset_id,data,loja,produto,quantidade_prevista
VAREJO_05,2027-01-22,LOJA_04,PROD_03,55.04
VAREJO_05,2027-01-22,LOJA_04,PROD_04,54.72
VAREJO_05,2027-01-22,LOJA_04,PROD_05,46.27
VAREJO_05,2027-01-22,LOJA_04,PROD_06,69.47
VAREJO_05,2027-01-22,LOJA_04,PROD_07,43.58
VAREJO_05,2027-01-22,LOJA_04,PROD_08,49.68
VAREJO_05,2027-01-22,LOJA_04,PROD_09,46.66
VAREJO_05,2027-01-22,LOJA_04,PROD_10,52.69
VAREJO_05,2027-01-23,LOJA_01,PROD_01,41.28
VAREJO_05,2027-01-23,LOJA_01,PROD_02,59.33
VAREJO_05,2027-01-23,LOJA_01,PROD_03,31.01
VAREJO_05,2027-01-23,LOJA_01,PROD_04,40.69
VAREJO_05,2027-01-23,LOJA_01,PROD_05,35.66
VAREJO_05,2027-01-23,LOJA_01,PROD_06,40.39
VAREJO_05,2027-01-23,LOJA_01,PROD_07,29.47
VAREJO_05,2027-01-23,LOJA_01,PROD_08,54.83
VAREJO_05,2027-01-23,LOJA_01,PROD_09,40.99
VAREJO_05,2027-01-23,LOJA_01,PROD_10,44.07
VAREJO_05,2027-01-23,LOJA_02,PROD_01,46.15
VAREJO_05,2027-01-23,LOJA_02,PROD_02,52.89
VAREJO_05,2027-01-23,LOJA_02,PROD_03,37.56
VAREJO_05,2027-01-23,LOJA_02,PROD_04,44.0
VAREJO_05,2027-01-23,LOJA_02,PROD_05,40.71
VAREJO_05,2027-01-23,LOJA_02,PROD_06,48.42
VAREJO_05,2027-01-23,LOJA_02,PROD_07,36.86
VAREJO_05,2027-01-23,LOJA_02,PROD_08,55.81
VAREJO_05,2027-01-23,LOJA_02,PROD_09,60.05
VAREJO_05,2027-01-23,LOJA_02,PROD_10,49.35
VAREJO_05,2027-01-23,LOJA_03,PROD_01,51.83
VAREJO_05,2027-01-23,LOJA_03,PROD_02,56.72
VAREJO_05,2027-01-23,LOJA_03,PROD_03,42.84
VAREJO_05,2027-01-23,LOJA_03,PROD_04,49.14
VAREJO_05,2027-01-23,LOJA_03,PROD_05,58.08
VAREJO_05,2027-01-23,LOJA_03,PROD_06,52.59
VAREJO_05,2027-01-23,LOJA_03,PROD_07,43.13
VAREJO_05,2027-01-23,LOJA_03,PROD_08,50.36
VAREJO_05,2027-01-23,LOJA_03,PROD_09,48.67
VAREJO_05,2027-01-23,LOJA_03,PROD_10,56.65
VAREJO_05,2027-01-23,LOJA_04,PROD_01,59.51
VAREJO_05,2027-01-23,LOJA_04,PROD_02,61.82
VAREJO_05,2027-01-23,LOJA_04,PROD_03,45.97
VAREJO_05,2027-01-23,LOJA_04,PROD_04,57.89
VAREJO_05,2027-01-23,LOJA_04,PROD_05,49.29
VAREJO_05,2027-01-23,LOJA_04,PROD_06,58.72
VAREJO_05,2027-01-23,LOJA_04,PROD_07,44.88
VAREJO_05,2027-01-23,LOJA_04,PROD_08,56.04
VAREJO_05,2027-01-23,LOJA_04,PROD_09,52.67
VAREJO_05,2027-01-23,LOJA_04,PROD_10,59.13
VAREJO_05,2027-01-24,LOJA_01,PROD_01,40.62
VAREJO_05,2027-01-24,LOJA_01,PROD_02,45.24
VAREJO_05,2027-01-24,LOJA_01,PROD_03,31.71
VAREJO_05,2027-01-24,LOJA_01,PROD_04,39.81
VAREJO_05,2027-01-24,LOJA_01,PROD_05,48.91
VAREJO_05,2027-01-24,LOJA_01,PROD_06,55.36
VAREJO_05,2027-01-24,LOJA_01,PROD_07,29.59
VAREJO_05,2027-01-24,LOJA_01,PROD_08,38.95
VAREJO_05,2027-01-24,LOJA_01,PROD_09,43.09
VAREJO_05,2027-01-24,LOJA_01,PROD_10,43.5
VAREJO_05,2027-01-24,LOJA_02,PROD_01,61.45
VAREJO_05,2027-01-24,LOJA_02,PROD_02,51.07
VAREJO_05,2027-01-24,LOJA_02,PROD_03,37.49
VAREJO_05,2027-01-24,LOJA_02,PROD_04,44.7
VAREJO_05,2027-01-24,LOJA_02,PROD_05,40.48
VAREJO_05,2027-01-24,LOJA_02,PROD_06,62.65
VAREJO_05,2027-01-24,LOJA_02,PROD_07,36.86
VAREJO_05,2027-01-24,LOJA_02,PROD_08,42.32
VAREJO_05,2027-01-24,LOJA_02,PROD_09,59.19
VAREJO_05,2027-01-24,LOJA_02,PROD_10,61.17
VAREJO_05,2027-01-24,LOJA_03,PROD_01,65.57
VAREJO_05,2027-01-24,LOJA_03,PROD_02,56.28
VAREJO_05,2027-01-24,LOJA_03,PROD_03,43.1
VAREJO_05,2027-01-24,LOJA_03,PROD_04,64.73
VAREJO_05,2027-01-24,LOJA_03,PROD_05,46.87
VAREJO_05,2027-01-24,LOJA_03,PROD_06,50.46
VAREJO_05,2027-01-24,LOJA_03,PROD_07,43.34
VAREJO_05,2027-01-24,LOJA_03,PROD_08,66.19
VAREJO_05,2027-01-24,LOJA_03,PROD_09,64.04
VAREJO_05,2027-01-24,LOJA_03,PROD_10,56.55
VAREJO_05,2027-01-24,LOJA_04,PROD_01,59.57
VAREJO_05,2027-01-24,LOJA_04,PROD_02,75.96
VAREJO_05,2027-01-24,LOJA_04,PROD_03,44.12
VAREJO_05,2027-01-24,LOJA_04,PROD_04,56.94
VAREJO_05,2027-01-24,LOJA_04,PROD_05,50.69
VAREJO_05,2027-01-24,LOJA_04,PROD_06,58.83
VAREJO_05,2027-01-24,LOJA_04,PROD_07,44.72
VAREJO_05,2027-01-24,LOJA_04,PROD_08,55.67
VAREJO_05,2027-01-24,LOJA_04,PROD_09,52.38
VAREJO_05,2027-01-24,LOJA_04,PROD_10,59.42
VAREJO_05,2027-01-25,LOJA_01,PROD_01,48.73
VAREJO_05,2027-01-25,LOJA_01,PROD_02,39.25
VAREJO_05,2027-01-25,LOJA_01,PROD_03,40.63
VAREJO_05,2027-01-25,LOJA_01,PROD_04,36.86
VAREJO_05,2027-01-25,LOJA_01,PROD_05,44.06
VAREJO_05,2027-01-25,LOJA_01,PROD_06,37.47
VAREJO_05,2027-01-25,LOJA_01,PROD_07,41.05
VAREJO_05,2027-01-25,LOJA_01,PROD_08,35.42
VAREJO_05,2027-01-25,LOJA_01,PROD_09,38.28
VAREJO_05,2027-01-25,LOJA_01,PROD_10,53.82
VAREJO_05,2027-01-25,LOJA_02,PROD_01,42.4
VAREJO_05,2027-01-25,LOJA_02,PROD_02,48.17
VAREJO_05,2027-01-25,LOJA_02,PROD_03,45.32
VAREJO_05,2027-01-25,LOJA_02,PROD_04,43.28
VAREJO_05,2027-01-25,LOJA_02,PROD_05,52.77
VAREJO_05,2027-01-25,LOJA_02,PROD_06,44.1
VAREJO_05,2027-01-25,LOJA_02,PROD_07,31.85
VAREJO_05,2027-01-25,LOJA_02,PROD_08,38.3
VAREJO_05,2027-01-25,LOJA_02,PROD_09,41.8
VAREJO_05,2027-01-25,LOJA_02,PROD_10,43.27
VAREJO_05,2027-01-25,LOJA_03,PROD_01,48.1
VAREJO_05,2027-01-25,LOJA_03,PROD_02,65.29
VAREJO_05,2027-01-25,LOJA_03,PROD_03,37.29
VAREJO_05,2027-01-25,LOJA_03,PROD_04,45.26
VAREJO_05,2027-01-25,LOJA_03,PROD_05,54.18
VAREJO_05,2027-01-25,LOJA_03,PROD_06,46.45
VAREJO_05,2027-01-25,LOJA_03,PROD_07,37.51
VAREJO_05,2027-01-25,LOJA_03,PROD_08,57.58
VAREJO_05,2027-01-25,LOJA_03,PROD_09,43.69
VAREJO_05,2027-01-25,LOJA_03,PROD_10,50.91
VAREJO_05,2027-01-25,LOJA_04,PROD_01,52.45
VAREJO_05,2027-01-25,LOJA_04,PROD_02,57.48
VAREJO_05,2027-01-25,LOJA_04,PROD_03,44.8
VAREJO_05,2027-01-25,LOJA_04,PROD_04,52.73
VAREJO_05,2027-01-25,LOJA_04,PROD_05,45.81
VAREJO_05,2027-01-25,LOJA_04,PROD_06,52.58
VAREJO_05,2027-01-25,LOJA_04,PROD_07,55.85
VAREJO_05,2027-01-25,LOJA_04,PROD_08,64.89
VAREJO_05,2027-01-25,LOJA_04,PROD_09,59.38
VAREJO_05,2027-01-25,LOJA_04,PROD_10,52.64
VAREJO_05,2027-01-26,LOJA_01,PROD_01,36.28
VAREJO_05,2027-01-26,LOJA_01,PROD_02,38.47
VAREJO_05,2027-01-26,LOJA_01,PROD_03,27.11
VAREJO_05,2027-01-26,LOJA_01,PROD_04,36.15
VAREJO_05,2027-01-26,LOJA_01,PROD_05,30.75
VAREJO_05,2027-01-26,LOJA_01,PROD_06,36.96
VAREJO_05,2027-01-26,LOJA_01,PROD_07,27.05
VAREJO_05,2027-01-26,LOJA_01,PROD_08,35.73
VAREJO_05,2027-01-26,LOJA_01,PROD_09,37.29
VAREJO_05,2027-01-26,LOJA_01,PROD_10,38.35
VAREJO_05,2027-01-26,LOJA_02,PROD_01,42.21
VAREJO_05,2027-01-26,LOJA_02,PROD_02,48.25
VAREJO_05,2027-01-26,LOJA_02,PROD_03,31.47
VAREJO_05,2027-01-26,LOJA_02,PROD_04,43.19
VAREJO_05,2027-01-26,LOJA_02,PROD_05,35.15
VAREJO_05,2027-01-26,LOJA_02,PROD_06,43.57
VAREJO_05,2027-01-26,LOJA_02,PROD_07,32.0
VAREJO_05,2027-01-26,LOJA_02,PROD_08,38.07
VAREJO_05,2027-01-26,LOJA_02,PROD_09,42.22
VAREJO_05,2027-01-26,LOJA_02,PROD_10,42.94
VAREJO_05,2027-01-26,LOJA_03,PROD_01,48.64
VAREJO_05,2027-01-26,LOJA_03,PROD_02,65.5
VAREJO_05,2027-01-26,LOJA_03,PROD_03,48.84
VAREJO_05,2027-01-26,LOJA_03,PROD_04,46.33
VAREJO_05,2027-01-26,LOJA_03,PROD_05,53.81
VAREJO_05,2027-01-26,LOJA_03,PROD_06,46.59
VAREJO_05,2027-01-26,LOJA_03,PROD_07,37.94
VAREJO_05,2027-01-26,LOJA_03,PROD_08,43.7
VAREJO_05,2027-01-26,LOJA_03,PROD_09,42.99
VAREJO_05,2027-01-26,LOJA_03,PROD_10,65.04
VAREJO_05,2027-01-26,LOJA_04,PROD_01,52.64
VAREJO_05,2027-01-26,LOJA_04,PROD_02,57.49
VAREJO_05,2027-01-26,LOJA_04,PROD_03,44.59
VAREJO_05,2027-01-26,LOJA_04,PROD_04,66.51
VAREJO_05,2027-01-26,LOJA_04,PROD_05,46.14
VAREJO_05,2027-01-26,LOJA_04,PROD_06,52.64
VAREJO_05,2027-01-26,LOJA_04,PROD_07,44.32
VAREJO_05,2027-01-26,LOJA_04,PROD_08,50.07
VAREJO_05,2027-01-26,LOJA_04,PROD_09,46.77
VAREJO_05,2027-01-26,LOJA_04,PROD_10,52.82
VAREJO_05,2027-01-27,LOJA_01,PROD_01,35.93
VAREJO_05,2027-01-27,LOJA_01,PROD_02,56.34
VAREJO_05,2027-01-27,LOJA_01,PROD_03,27.36
VAREJO_05,2027-01-27,LOJA_01,PROD_04,36.33
VAREJO_05,2027-01-27,LOJA_01,PROD_05,30.99
VAREJO_05,2027-01-27,LOJA_01,PROD_06,37.1
VAREJO_05,2027-01-27,LOJA_01,PROD_07,27.9
VAREJO_05,2027-01-27,LOJA_01,PROD_08,35.3
VAREJO_05,2027-01-27,LOJA_01,PROD_09,38.16
VAREJO_05,2027-01-27,LOJA_01,PROD_10,39.84
VAREJO_05,2027-01-27,LOJA_02,PROD_01,42.22
VAREJO_05,2027-01-27,LOJA_02,PROD_02,48.22
VAREJO_05,2027-01-27,LOJA_02,PROD_03,31.19
VAREJO_05,2027-01-27,LOJA_02,PROD_04,43.14
VAREJO_05,2027-01-27,LOJA_02,PROD_05,35.9
VAREJO_05,2027-01-27,LOJA_02,PROD_06,56.15
VAREJO_05,2027-01-27,LOJA_02,PROD_07,31.04
VAREJO_05,2027-01-27,LOJA_02,PROD_08,38.24
VAREJO_05,2027-01-27,LOJA_02,PROD_09,41.24
VAREJO_05,2027-01-27,LOJA_02,PROD_10,43.05
VAREJO_05,2027-01-27,LOJA_03,PROD_01,47.7
VAREJO_05,2027-01-27,LOJA_03,PROD_02,50.58
VAREJO_05,2027-01-27,LOJA_03,PROD_03,37.55
VAREJO_05,2027-01-27,LOJA_03,PROD_04,57.5
VAREJO_05,2027-01-27,LOJA_03,PROD_05,41.68
VAREJO_05,2027-01-27,LOJA_03,PROD_06,60.06
VAREJO_05,2027-01-27,LOJA_03,PROD_07,51.76
VAREJO_05,2027-01-27,LOJA_03,PROD_08,45.58
VAREJO_05,2027-01-27,LOJA_03,PROD_09,55.01
VAREJO_05,2027-01-27,LOJA_03,PROD_10,50.71
VAREJO_05,2027-01-27,LOJA_04,PROD_01,65.96
VAREJO_05,2027-01-27,LOJA_04,PROD_02,58.13
VAREJO_05,2027-01-27,LOJA_04,PROD_03,44.39
VAREJO_05,2027-01-27,LOJA_04,PROD_04,52.62
VAREJO_05,2027-01-27,LOJA_04,PROD_05,46.08
VAREJO_05,2027-01-27,LOJA_04,PROD_06,67.98
VAREJO_05,2027-01-27,LOJA_04,PROD_07,43.62
VAREJO_05,2027-01-27,LOJA_04,PROD_08,50.01
VAREJO_05,2027-01-27,LOJA_04,PROD_09,58.87
VAREJO_05,2027-01-27,LOJA_04,PROD_10,68.85
VAREJO_05,2027-01-28,LOJA_01,PROD_01,36.87
VAREJO_05,2027-01-28,LOJA_01,PROD_02,40.22
VAREJO_05,2027-01-28,LOJA_01,PROD_03,27.17
VAREJO_05,2027-01-28,LOJA_01,PROD_04,36.38
VAREJO_05,2027-01-28,LOJA_01,PROD_05,43.63
VAREJO_05,2027-01-28,LOJA_01,PROD_06,37.24
VAREJO_05,2027-01-28,LOJA_01,PROD_07,26.44
VAREJO_05,2027-01-28,LOJA_01,PROD_08,35.44
VAREJO_05,2027-01-28,LOJA_01,PROD_09,37.96
VAREJO_05,2027-01-28,LOJA_01,PROD_10,39.46
VAREJO_05,2027-01-28,LOJA_02,PROD_01,42.38
VAREJO_05,2027-01-28,LOJA_02,PROD_02,62.81
VAREJO_05,2027-01-28,LOJA_02,PROD_03,31.13
VAREJO_05,2027-01-28,LOJA_02,PROD_04,42.49
VAREJO_05,2027-01-28,LOJA_02,PROD_05,35.84
VAREJO_05,2027-01-28,LOJA_02,PROD_06,43.75
VAREJO_05,2027-01-28,LOJA_02,PROD_07,43.27
VAREJO_05,2027-01-28,LOJA_02,PROD_08,37.71
VAREJO_05,2027-01-28,LOJA_02,PROD_09,54.37
VAREJO_05,2027-01-28,LOJA_02,PROD_10,42.88
VAREJO_05,2027-01-28,LOJA_03,PROD_01,47.51
VAREJO_05,2027-01-28,LOJA_03,PROD_02,66.4
VAREJO_05,2027-01-28,LOJA_03,PROD_03,37.59
VAREJO_05,2027-01-28,LOJA_03,PROD_04,57.1
VAREJO_05,2027-01-28,LOJA_03,PROD_05,41.19
VAREJO_05,2027-01-28,LOJA_03,PROD_06,46.37
VAREJO_05,2027-01-28,LOJA_03,PROD_07,37.27
VAREJO_05,2027-01-28,LOJA_03,PROD_08,58.13
VAREJO_05,2027-01-28,LOJA_03,PROD_09,43.97
VAREJO_05,2027-01-28,LOJA_03,PROD_10,50.78
VAREJO_05,2027-01-28,LOJA_04,PROD_01,66.92
VAREJO_05,2027-01-28,LOJA_04,PROD_02,57.3
VAREJO_05,2027-01-28,LOJA_04,PROD_03,43.85
VAREJO_05,2027-01-28,LOJA_04,PROD_04,52.56
VAREJO_05,2027-01-28,LOJA_04,PROD_05,46.44
VAREJO_05,2027-01-28,LOJA_04,PROD_06,67.82
VAREJO_05,2027-01-28,LOJA_04,PROD_07,55.33
VAREJO_05,2027-01-28,LOJA_04,PROD_08,64.0
VAREJO_05,2027-01-28,LOJA_04,PROD_09,59.4
VAREJO_05,2027-01-28,LOJA_04,PROD_10,67.63
VAREJO_05,2027-01-29,LOJA_01,PROD_01,35.8
VAREJO_05,2027-01-29,LOJA_01,PROD_02,41.81
VAREJO_05,2027-01-29,LOJA_01,PROD_03,27.87
VAREJO_05,2027-01-29,LOJA_01,PROD_04,36.14
VAREJO_05,2027-01-29,LOJA_01,PROD_05,43.18
VAREJO_05,2027-01-29,LOJA_01,PROD_06,37.32
VAREJO_05,2027-01-29,LOJA_01,PROD_07,27.67
VAREJO_05,2027-01-29,LOJA_01,PROD_08,35.74
VAREJO_05,2027-01-29,LOJA_01,PROD_09,50.79
VAREJO_05,2027-01-29,LOJA_01,PROD_10,52.81
VAREJO_05,2027-01-29,LOJA_02,PROD_01,42.51
VAREJO_05,2027-01-29,LOJA_02,PROD_02,48.14
VAREJO_05,2027-01-29,LOJA_02,PROD_03,44.57
VAREJO_05,2027-01-29,LOJA_02,PROD_04,42.47
VAREJO_05,2027-01-29,LOJA_02,PROD_05,49.49
VAREJO_05,2027-01-29,LOJA_02,PROD_06,43.62
VAREJO_05,2027-01-29,LOJA_02,PROD_07,43.33
VAREJO_05,2027-01-29,LOJA_02,PROD_08,38.01
VAREJO_05,2027-01-29,LOJA_02,PROD_09,41.95
VAREJO_05,2027-01-29,LOJA_02,PROD_10,43.65
VAREJO_05,2027-01-29,LOJA_03,PROD_01,48.04
VAREJO_05,2027-01-29,LOJA_03,PROD_02,50.83
VAREJO_05,2027-01-29,LOJA_03,PROD_03,37.45
VAREJO_05,2027-01-29,LOJA_03,PROD_04,45.76
VAREJO_05,2027-01-29,LOJA_03,PROD_05,41.8
VAREJO_05,2027-01-29,LOJA_03,PROD_06,46.32
VAREJO_05,2027-01-29,LOJA_03,PROD_07,37.4
VAREJO_05,2027-01-29,LOJA_03,PROD_08,58.24
VAREJO_05,2027-01-29,LOJA_03,PROD_09,43.11
VAREJO_05,2027-01-29,LOJA_03,PROD_10,50.9
VAREJO_05,2027-01-29,LOJA_04,PROD_01,53.42
VAREJO_05,2027-01-29,LOJA_04,PROD_02,57.68
VAREJO_05,2027-01-29,LOJA_04,PROD_03,43.9
VAREJO_05,2027-01-29,LOJA_04,PROD_04,67.33
VAREJO_05,2027-01-29,LOJA_04,PROD_05,45.59
VAREJO_05,2027-01-29,LOJA_04,PROD_06,52.87
VAREJO_05,2027-01-29,LOJA_04,PROD_07,43.55
VAREJO_05,2027-01-29,LOJA_04,PROD_08,49.71
VAREJO_05,2027-01-29,LOJA_04,PROD_09,46.89
VAREJO_05,2027-01-29,LOJA_04,PROD_10,52.81
VAREJO_05,2027-01-30,LOJA_01,PROD_01,53.31
VAREJO_05,2027-01-30,LOJA_01,PROD_02,44.58
VAREJO_05,2027-01-30,LOJA_01,PROD_03,33.05
VAREJO_05,2027-01-30,LOJA_01,PROD_04,52.25
VAREJO_05,2027-01-30,LOJA_01,PROD_05,35.62
VAREJO_05,2027-01-30,LOJA_01,PROD_06,40.73
VAREJO_05,2027-01-30,LOJA_01,PROD_07,29.79
VAREJO_05,2027-01-30,LOJA_01,PROD_08,54.54
VAREJO_05,2027-01-30,LOJA_01,PROD_09,42.43
VAREJO_05,2027-01-30,LOJA_01,PROD_10,43.06
VAREJO_05,2027-01-30,LOJA_02,PROD_01,44.49
VAREJO_05,2027-01-30,LOJA_02,PROD_02,52.79
VAREJO_05,2027-01-30,LOJA_02,PROD_03,37.52
VAREJO_05,2027-01-30,LOJA_02,PROD_04,46.31
VAREJO_05,2027-01-30,LOJA_02,PROD_05,40.85
VAREJO_05,2027-01-30,LOJA_02,PROD_06,49.7
VAREJO_05,2027-01-30,LOJA_02,PROD_07,37.11
VAREJO_05,2027-01-30,LOJA_02,PROD_08,42.79
VAREJO_05,2027-01-30,LOJA_02,PROD_09,46.08
VAREJO_05,2027-01-30,LOJA_02,PROD_10,48.76
VAREJO_05,2027-01-30,LOJA_03,PROD_01,52.26
VAREJO_05,2027-01-30,LOJA_03,PROD_02,69.78
VAREJO_05,2027-01-30,LOJA_03,PROD_03,43.2
VAREJO_05,2027-01-30,LOJA_03,PROD_04,50.14
VAREJO_05,2027-01-30,LOJA_03,PROD_05,46.44
VAREJO_05,2027-01-30,LOJA_03,PROD_06,51.35
VAREJO_05,2027-01-30,LOJA_03,PROD_07,43.73
VAREJO_05,2027-01-30,LOJA_03,PROD_08,49.14
VAREJO_05,2027-01-30,LOJA_03,PROD_09,49.48
VAREJO_05,2027-01-30,LOJA_03,PROD_10,56.69
VAREJO_05,2027-01-30,LOJA_04,PROD_01,59.64
VAREJO_05,2027-01-30,LOJA_04,PROD_02,76.56
VAREJO_05,2027-01-30,LOJA_04,PROD_03,59.47
VAREJO_05,2027-01-30,LOJA_04,PROD_04,58.5
VAREJO_05,2027-01-30,LOJA_04,PROD_05,49.15
VAREJO_05,2027-01-30,LOJA_04,PROD_06,58.94
VAREJO_05,2027-01-30,LOJA_04,PROD_07,57.18
VAREJO_05,2027-01-30,LOJA_04,PROD_08,67.8
VAREJO_05,2027-01-30,LOJA_04,PROD_09,63.28
VAREJO_05,2027-01-30,LOJA_04,PROD_10,59.78
VAREJO_05,2027-01-31,LOJA_01,PROD_01,41.54
VAREJO_05,2027-01-31,LOJA_01,PROD_02,44.94
VAREJO_05,2027-01-31,LOJA_01,PROD_03,45.63
VAREJO_05,2027-01-31,LOJA_01,PROD_04,40.74
VAREJO_05,2027-01-31,LOJA_01,PROD_05,33.86
VAREJO_05,2027-01-31,LOJA_01,PROD_06,40.82
VAREJO_05,2027-01-31,LOJA_01,PROD_07,29.67
VAREJO_05,2027-01-31,LOJA_01,PROD_08,41.17
VAREJO_05,2027-01-31,LOJA_01,PROD_09,42.8
VAREJO_05,2027-01-31,LOJA_01,PROD_10,44.73
VAREJO_05,2027-01-31,LOJA_02,PROD_01,45.44
VAREJO_05,2027-01-31,LOJA_02,PROD_02,52.67
VAREJO_05,2027-01-31,LOJA_02,PROD_03,37.47
VAREJO_05,2027-01-31,LOJA_02,PROD_04,58.85
VAREJO_05,2027-01-31,LOJA_02,PROD_05,42.23
VAREJO_05,2027-01-31,LOJA_02,PROD_06,48.74
VAREJO_05,2027-01-31,LOJA_02,PROD_07,36.8
VAREJO_05,2027-01-31,LOJA_02,PROD_08,41.74
VAREJO_05,2027-01-31,LOJA_02,PROD_09,47.11
VAREJO_05,2027-01-31,LOJA_02,PROD_10,48.23
VAREJO_05,2027-01-31,LOJA_03,PROD_01,52.97
VAREJO_05,2027-01-31,LOJA_03,PROD_02,56.63
VAREJO_05,2027-01-31,LOJA_03,PROD_03,52.92
VAREJO_05,2027-01-31,LOJA_03,PROD_04,50.44
VAREJO_05,2027-01-31,LOJA_03,PROD_05,45.75
VAREJO_05,2027-01-31,LOJA_03,PROD_06,50.57
VAREJO_05,2027-01-31,LOJA_03,PROD_07,57.69
VAREJO_05,2027-01-31,LOJA_03,PROD_08,48.69
VAREJO_05,2027-01-31,LOJA_03,PROD_09,49.23
VAREJO_05,2027-01-31,LOJA_03,PROD_10,56.22
VAREJO_05,2027-01-31,LOJA_04,PROD_01,59.83
VAREJO_05,2027-01-31,LOJA_04,PROD_02,62.99
VAREJO_05,2027-01-31,LOJA_04,PROD_03,45.39
VAREJO_05,2027-01-31,LOJA_04,PROD_04,58.18
VAREJO_05,2027-01-31,LOJA_04,PROD_05,50.98
VAREJO_05,2027-01-31,LOJA_04,PROD_06,70.61
VAREJO_05,2027-01-31,LOJA_04,PROD_07,57.68
VAREJO_05,2027-01-31,LOJA_04,PROD_08,56.89
VAREJO_05,2027-01-31,LOJA_04,PROD_09,52.42
VAREJO_05,2027-01-31,LOJA_04,PROD_10,57.47
