dataset_id,data,loja,produto,categoria,preco,promocao,estoque,temperatura_prevista,receita_final
VAREJO_05,2027-01-16,LOJA_02,PROD_06,higiene,35.62,0,165,28.6,
VAREJO_05,2027-01-16,LOJA_02,PROD_07,limpeza,37.12,1,98,,
VAREJO_05,2027-01-16,LOJA_02,PROD_08,limpeza,54.79,0,162,31.2,
VAREJO_05,2027-01-16,LOJA_02,PROD_09,utilidades,19.6,1,135,28.8,
VAREJO_05,2027-01-16,LOJA_02,PROD_10,utilidades,29.25,0,133,28.6,
VAREJO_05,2027-01-16,LOJA_03,PROD_01,alimentos,11.93,0,173,,
VAREJO_05,2027-01-16,LOJA_03,PROD_02,alimentos,17.73,0,141,27.7,
VAREJO_05,2027-01-16,LOJA_03,PROD_03,bebidas,7.06,,135,30.0,
VAREJO_05,2027-01-16,LOJA_03,PROD_04,bebidas,10.62,0,173,28.3,
VAREJO_05,2027-01-16,LOJA_03,PROD_05,higiene,28.67,,91,29.4,
VAREJO_05,2027-01-16,LOJA_03,PROD_06,higiene,35.37,0,176,27.1,
VAREJO_05,2027-01-16,LOJA_03,PROD_07,limpeza,42.35,0,92,30.6,
VAREJO_05,2027-01-16,LOJA_03,PROD_08,limpeza,53.71,0,106,30.8,
VAREJO_05,2027-01-16,LOJA_03,PROD_09,utilidades,21.67,0,100,27.2,
VAREJO_05,2027-01-16,LOJA_03,PROD_10,utilidades,29.48,0,156,25.7,
VAREJO_05,2027-01-16,LOJA_04,PROD_01,alimentos,12.96,0,167,26.3,
VAREJO_05,2027-01-16,LOJA_04,PROD_02,alimentos,16.6,0,108,33.0,
VAREJO_05,2027-01-16,LOJA_04,PROD_03,bebidas,6.77,0,105,,
VAREJO_05,2027-01-16,LOJA_04,PROD_04,bebidas,11.27,0,173,33.6,
VAREJO_05,2027-01-16,LOJA_04,PROD_05,higiene,28.54,nao,,30.7,
VAREJO_05,2027-01-16,LOJA_04,PROD_06,higiene,35.27,0,109,32.1,
VAREJO_05,2027-01-16,LOJA_04,PROD_07,limpeza,42.81,0,168,29.5,
VAREJO_05,2027-01-16,LOJA_04,PROD_08,limpeza,55.01,0,106,30.4,
VAREJO_05,2027-01-16,LOJA_04,PROD_09,utilidades,22.54,0,123,30.3,
VAREJO_05,2027-01-16,LOJA_04,PROD_10,utilidades,29.34,0,160,32.2,
VAREJO_05,2027-01-17,LOJA_01,PROD_01,alimentos,"11,47",0,121,31.4,
VAREJO_05,17/01/2027,LOJA_01,PROD_02,alimentos,18.56,0,91,30.2,
VAREJO_05,2027-01-17,LOJA_01,PROD_03,bebidas,6.52,0,103,31.1,
VAREJO_05,2027-01-17,LOJA_01,PROD_04,bebidas,11.68,0,167,28.8,
VAREJO_05,2027-01-17,LOJA_01,PROD_05,higiene,24.61,1,156,29.2,
VAREJO_05,2027-01-17,LOJA_01,PROD_06,higiene,34.26,0,123,30.5,
VAREJO_05,2027-01-17,LOJA_01,PROD_07,limpeza,42.37,0,153,30.4,
VAREJO_05,2027-01-17,LOJA_01,PROD_08,limpeza,57.27,,134,31.7,
VAREJO_05,2027-01-17,LOJA_01,PROD_09,utilidades,22.3,0,107,,
VAREJO_05,2027-01-17,LOJA_01,PROD_10,utilidades,29.33,0,148,29.2,
VAREJO_05,2027-01-17,LOJA_02,PROD_01,alimentos,11.71,0,175,31.8,
VAREJO_05,2027-01-17,LOJA_02,PROD_02,alimentos,17.92,0,142,27.6,
VAREJO_05,2027-01-17,LOJA_02,PROD_03,bebidas,7.48,nao,96,28.4,
VAREJO_05,2027-01-17,LOJA_02,PROD_04,bebidas,11.18,0,117,30.5,
VAREJO_05,2027-01-17,LOJA_02,PROD_05,higiene,27.14,0,98,31.0,
VAREJO_05,2027-01-17,LOJA_02,PROD_06,higiene,34.66,0,165,28.3,
VAREJO_05,2027-01-17,LOJA_02,PROD_07,limpeza,36.48,1,147,28.0,
VAREJO_05,2027-01-17,LOJA_02,PROD_08,limpeza,,0,124,27.1,
VAREJO_05,2027-01-17,LOJA_02,PROD_09,utilidades,22.05,0,107,32.1,
VAREJO_05,2027-01-17,LOJA_02,PROD_10,utilidades,26.42,1,166,31.7,
VAREJO_05,2027-01-17,LOJA_03,PROD_01,alimentos,12.27,0,163,25.6,
VAREJO_05,2027-01-17,LOJA_03,PROD_02,alimentos,19.48,0,125,,
VAREJO_05,2027-01-17,LOJA_03,PROD_03,bebidas,6.28,0,162,,
VAREJO_05,2027-01-17,LOJA_03,PROD_04,bebidas,9.32,1,129,30.5,
VAREJO_05,2027-01-17,LOJA_03,PROD_05,higiene,27.9,0,118,27.8,
VAREJO_05,2027-01-17,LOJA_03,PROD_06,higiene,34.32,0,130,31.3,
VAREJO_05,2027-01-17,LOJA_03,PROD_07,limpeza,36.56,1,102,28.8,
VAREJO_05,2027-01-17,LOJA_03,PROD_08,limpeza,55.58,0,104,28.3,
VAREJO_05,2027-01-17,LOJA_03,PROD_09,utilidades,22.35,0,163,28.4,
VAREJO_05,2027-01-17,LOJA_03,PROD_10,utilidades,30.55,0,92,28.9,
VAREJO_05,2027-01-17,LOJA_04,PROD_01,alimentos,11.13,sim,146,25.8,
VAREJO_05,2027-01-17,LOJA_04,PROD_02,alimentos,15.76,1,93,,
VAREJO_05,2027-01-17,LOJA_04,PROD_03,bebidas,5.88,1,172,28.4,
VAREJO_05,2027-01-17,LOJA_04,PROD_04,bebidas,,0,91,29.8,
VAREJO_05,2027-01-17,LOJA_04,PROD_05,higiene,28.04,0,111,31.2,
VAREJO_05,2027-01-17,LOJA_04,PROD_06,higiene,29.81,1,175,30.3,
VAREJO_05,2027-01-17,LOJA_04,PROD_07,limpeza,41.65,0,144,29.4,
VAREJO_05,2027-01-17,LOJA_04,PROD_08,limpeza,55.23,0,156,30.1,
VAREJO_05,2027-01-17,LOJA_04,PROD_09,utilidades,22.39,0,134,31.7,
VAREJO_05,2027-01-17,LOJA_04,PROD_10,utilidades,29.84,0,135,27.1,
VAREJO_05,2027-01-18,LOJA_01,PROD_01,alimentos,11.74,0,148,29.8,
VAREJO_05,2027-01-18,LOJA_01,PROD_02,alimentos,18.39,0,121,27.4,
VAREJO_05,2027-01-18,LOJA_01,PROD_03,bebidas,6.91,0,113,30.2,
VAREJO_05,2027-01-18,LOJA_01,PROD_04,bebidas,11.25,0,117,29.0,
VAREJO_05,2027-01-18,LOJA_01,PROD_05,higiene,28.3,0,178,26.8,
VAREJO_05,2027-01-18,LOJA_01,PROD_06,higiene,35.67,0,160,,
VAREJO_05,2027-01-18,LOJA_01,PROD_07,limpeza,42.22,0,95,28.5,
VAREJO_05,2027-01-18,LOJA_01,PROD_08,limpeza,46.8,1,92,31.1,
VAREJO_05,2027-01-18,LOJA_01,PROD_09,utilidades,22.44,0,117,29.7,
VAREJO_05,2027-01-18,LOJA_01,PROD_10,utilidades,25.49,1,142,30.7,
VAREJO_05,2027-01-18,LOJA_02,PROD_01,alimentos,11.93,0,,27.5,
VAREJO_05,2027-01-18,LOJA_02,PROD_02,alimentos,14.47,1,105,28.3,
VAREJO_05,2027-01-18,LOJA_02,PROD_03,bebidas,6.64,0,92,29.3,
VAREJO_05,2027-01-18,LOJA_02,PROD_04,bebidas,9.97,1,125,28.8,
VAREJO_05,2027-01-18,LOJA_02,PROD_05,higiene,27.65,0,101,26.0,
VAREJO_05,2027-01-18,LOJA_02,PROD_06,higiene,34.81,nao,159,27.9,
VAREJO_05,2027-01-18,LOJA_02,PROD_07,limpeza,42.63,0,99,29.7,
VAREJO_05,2027-01-18,LOJA_02,PROD_08,,55.35,0,93,30.6,
VAREJO_05,2027-01-18,LOJA_02,PROD_09,utilidades,19.34,1,169,28.5,
VAREJO_05,2027-01-18,LOJA_02,PROD_10,utilidades,31.04,0,148,26.9,
VAREJO_05,2027-01-18,LOJA_03,PROD_01,alimentos,11.39,0,147,29.3,
VAREJO_05,2027-01-18,LOJA_03,PROD_02,alimentos,16.53,1,159,31.1,
VAREJO_05,2027-01-18,LOJA_03,PROD_03,bebidas,6.5,1,100,33.5,
VAREJO_05,2027-01-18,LOJA_03,PROD_04,bebidas,,0,91,27.0,
VAREJO_05,2027-01-18,LOJA_03,PROD_05, HIGIENE ,28.13,0,174,31.3,
VAREJO_05,2027-01-18,LOJA_03,PROD_06,higiene,30.63,1,119,26.7,
VAREJO_05,2027-01-18,LOJA_03,PROD_07,limpeza,34.95,1,101,28.6,
VAREJO_05,2027-01-18,LOJA_03,PROD_08,limpeza,46.56,1,136,30.3,
VAREJO_05,2027-01-18,LOJA_03,PROD_09,utilidades,,0,122,28.9,
VAREJO_05,2027-01-18,LOJA_03,PROD_10,utilidades,25.61,1,150,30.1,
VAREJO_05,2027-01-18,LOJA_04,PROD_01,alimentos,12.16,0,160,31.2,
VAREJO_05,2027-01-18,LOJA_04,PROD_02,alimentos,18.78,,163,29.4,
VAREJO_05,2027-01-18,LOJA_04,PROD_03,bebidas,,0,95,27.5,
VAREJO_05,2027-01-18,LOJA_04,PROD_04,bebidas,,1,98,28.1,
VAREJO_05,2027-01-18,LOJA_04,PROD_05,higiene,27.79,0,164,28.7,
VAREJO_05,2027-01-18,LOJA_04,PROD_06,higiene,34.36,0,,28.6,
VAREJO_05,2027-01-18,LOJA_04,PROD_07,limpeza,42.52,0,132,28.9,
VAREJO_05,2027-01-18,LOJA_04,PROD_08,limpeza,"54,52",0,,31.7,
VAREJO_05,2027-01-18,LOJA_04,PROD_09,utilidades,22.7,0,144,25.4,
VAREJO_05,2027-01-18,LOJA_04,PROD_10,utilidades,26.03,1,94,28.8,
VAREJO_05,2027-01-19,LOJA_01,PROD_01,alimentos,13.22,0,167,30.2,
VAREJO_05,2027-01-19,LOJA_01,PROD_02,alimentos,,1,118,29.6,
VAREJO_05,2027-01-19,LOJA_01,PROD_03,bebidas,7.22,0,172,28.3,
VAREJO_05,2027-01-19,LOJA_01,PROD_04,bebidas,11.15,0,162,,
VAREJO_05,2027-01-19,LOJA_01,PROD_05,higiene,29.29,0,91,29.9,
VAREJO_05,2027-01-19,LOJA_01,PROD_06,higiene,35.6,0,179,24.5,
VAREJO_05,2027-01-19,LOJA_01,PROD_07,limpeza,41.34,0,,29.0,
VAREJO_05,2027-01-19,LOJA_01,PROD_08,limpeza,55.28,nao,103,26.3,
VAREJO_05,2027-01-19,LOJA_01,PROD_09,utilidades,18.84,1,93,,
VAREJO_05,2027-01-19,LOJA_01,PROD_10,utilidades,29.61,0,174,34.3,
VAREJO_05,2027-01-19,LOJA_02,PROD_01,alimentos,12.95,0,139,26.9,
VAREJO_05,2027-01-19,LOJA_02,PROD_02,alimentos,17.65,0,165,27.9,
VAREJO_05,2027-01-19,LOJA_02,PROD_03,bebidas,7.53,0,146,28.2,
VAREJO_05,2027-01-19,LOJA_02,PROD_04,bebidas,"11,2",,127,29.9,
VAREJO_05,2027-01-19,LOJA_02,PROD_05,higiene,27.76,0,172,28.4,
VAREJO_05,2027-01-19,LOJA_02,PROD_06,higiene,29.43,1,138,,
VAREJO_05,2027-01-19,LOJA_02,PROD_07,limpeza,42.27,0,93,29.4,
VAREJO_05,2027-01-19,LOJA_02,PROD_08,limpeza,47.56,1,145,29.1,
VAREJO_05,2027-01-19,LOJA_02,PROD_09,utilidades,21.73,0,,30.2,
VAREJO_05,2027-01-19,LOJA_02,PROD_10,utilidades,28.59,0,93,26.7,
VAREJO_05,2027-01-19,LOJA_03,PROD_01,,11.78,0,175,28.2,
VAREJO_05,2027-01-19,LOJA_03,PROD_02,alimentos,14.34,1,162,30.2,
VAREJO_05,2027-01-19,LOJA_03,PROD_03,bebidas,6.66,1,134,30.2,
VAREJO_05,2027-01-19,LOJA_03,PROD_04,bebidas,10.87,0,174,32.1,
VAREJO_05,2027-01-19,LOJA_03,PROD_05,higiene,28.32,0,167,28.9,
VAREJO_05,2027-01-19,LOJA_03,PROD_06,higiene,35.39,0,99,25.8,
VAREJO_05,2027-01-19,LOJA_03,PROD_07,limpeza,36.68,1,145,28.3,
VAREJO_05,2027-01-19,LOJA_03,PROD_08,limpeza,55.36,0,154,30.1,
VAREJO_05,2027-01-19,LOJA_03,PROD_09,utilidades,21.68,0,129,32.3,
VAREJO_05,2027-01-19,LOJA_03,PROD_10,utilidades,26.79,1,107,28.6,
VAREJO_05,2027-01-19,LOJA_04,PROD_01,alimentos,12.06,0,93,29.0,
VAREJO_05,2027-01-19,LOJA_04,PROD_02,alimentos,16.39,1,142,29.4,
VAREJO_05,2027-01-19,LOJA_04,PROD_03,bebidas,6.66,0,95,30.0,
VAREJO_05,2027-01-19,LOJA_04,PROD_04,bebidas,10.95,0,153,32.1,
VAREJO_05,2027-01-19,LOJA_04,PROD_05,higiene,26.67,0,115,28.9,
VAREJO_05,2027-01-19,LOJA_04,PROD_06,higiene,34.88,0,118,29.8,
VAREJO_05,2027-01-19,LOJA_04,PROD_07,limpeza,41.92,0,128,30.0,
VAREJO_05,2027-01-19,LOJA_04,PROD_08,limpeza,"54,5",0,158,31.2,
VAREJO_05,2027-01-19,LOJA_04,PROD_09,utilidades,17.8,1,172,30.0,
VAREJO_05,2027-01-19,LOJA_04,PROD_10,utilidades,29.28,,92,30.4,
VAREJO_05,2027-01-20,LOJA_01,PROD_01,alimentos,"11,83",0,100,32.0,
VAREJO_05,2027-01-20,LOJA_01,PROD_02,alimentos,15.52,1,138,31.2,
VAREJO_05,2027-01-20,LOJA_01,PROD_03,bebidas,6.86,0,97,28.0,
VAREJO_05,2027-01-20,LOJA_01,PROD_04,,9.09,0,121,26.5,
VAREJO_05,2027-01-20,LOJA_01,PROD_05,higiene,25.36,1,113,30.7,
VAREJO_05,2027-01-20,LOJA_01,PROD_06,higiene,28.99,,9999,30.0,
VAREJO_05,2027-01-20,LOJA_01,PROD_07,limpeza,41.74,0,135,32.3,
VAREJO_05,2027-01-20,LOJA_01,PROD_08,,55.74,0,100,28.2,
VAREJO_05,2027-01-20,LOJA_01,PROD_09,utilidades,21.6,0,144,26.6,
VAREJO_05,2027-01-20,LOJA_01,PROD_10,utilidades,26.44,1,,29.9,
VAREJO_05,2027-01-20,LOJA_02,PROD_01,alimentos,11.21,0,158,28.9,
VAREJO_05,2027-01-20,LOJA_02,PROD_02,alimentos,15.28,1,147,31.1,
VAREJO_05,2027-01-20,LOJA_02,PROD_03,bebidas,7.02,0,113,30.5,
VAREJO_05,2027-01-20,LOJA_02,PROD_04,bebidas,10.98,0,169,26.4,
VAREJO_05,2027-01-20,LOJA_02,PROD_05,higiene,29.32,0,179,29.5,
VAREJO_05,2027-01-20,LOJA_02,PROD_06,higiene,35.77,0,168,31.0,
VAREJO_05,2027-01-20,LOJA_02,PROD_07,limpeza,42.06,0,175,27.7,
VAREJO_05,2027-01-20,LOJA_02,PROD_08,limpeza,55.4,0,114,30.2,
VAREJO_05,2027-01-20,LOJA_02,PROD_09,utilidades,18.74,1,118,36.0,
VAREJO_05,2027-01-20,LOJA_02,PROD_10,utilidades,25.89,1,,31.5,
VAREJO_05,2027-01-20,LOJA_03,PROD_01,alimentos,11.45,0,177,27.2,
VAREJO_05,2027-01-20,LOJA_03,PROD_02, ALIMENTOS ,16.55,1,116,27.1,
VAREJO_05,2027-01-20,LOJA_03,PROD_03,bebidas,5.49,1,161,31.0,
VAREJO_05,2027-01-20,LOJA_03,PROD_04,bebidas,9.38,1,137,33.7,
VAREJO_05,2027-01-20,LOJA_03,PROD_05,higiene,24.01,1,127,27.2,
VAREJO_05,2027-01-20,LOJA_03,PROD_06,higiene,35.25,0,137,28.7,
VAREJO_05,2027-01-20,LOJA_03,PROD_07,limpeza,42.45,0,143,25.7,
VAREJO_05,2027-01-20,LOJA_03,PROD_08,limpeza,,0,111,27.0,
VAREJO_05,2027-01-20,LOJA_03,PROD_09,utilidades,22.07,0,133,26.8,
VAREJO_05,2027-01-20,LOJA_03,PROD_10,utilidades,30.03,0,112,28.8,
VAREJO_05,2027-01-20,LOJA_04,PROD_01,alimentos,11.64,0,127,32.0,
VAREJO_05,2027-01-20,LOJA_04,PROD_02,alimentos,17.67,0,104,33.0,
VAREJO_05,2027-01-20,LOJA_04,PROD_03,bebidas,6.81,0,158,30.2,
VAREJO_05,2027-01-20,LOJA_04,PROD_04,bebidas,10.55,0,94,,
VAREJO_05,2027-01-20,LOJA_04,PROD_05,higiene,28.94,0,158,30.3,
VAREJO_05,2027-01-20,LOJA_04,PROD_06,higiene,35.11,0,106,29.6,
VAREJO_05,2027-01-20,LOJA_04,PROD_07,limpeza,36.87,1,116,27.3,
VAREJO_05,2027-01-20,LOJA_04,PROD_08,limpeza,54.95,0,107,28.0,
VAREJO_05,2027-01-20,LOJA_04,PROD_09,utilidades,18.4,1,91,30.5,
VAREJO_05,2027-01-20,LOJA_04,PROD_10,utilidades,30.74,0,136,29.6,
VAREJO_05,2027-01-21,LOJA_01,PROD_01, ALIMENTOS ,10.92,0,136,29.7,
VAREJO_05,2027-01-21,LOJA_01,PROD_02,alimentos,17.3,0,176,30.2,
VAREJO_05,2027-01-21,LOJA_01,PROD_03,bebidas,5.3,1,177,29.9,
VAREJO_05,2027-01-21,LOJA_01,PROD_04,bebidas,11.15,nao,116,29.5,
VAREJO_05,2027-01-21,LOJA_01,PROD_05,higiene,27.65,0,162,26.6,
VAREJO_05,2027-01-21,LOJA_01,PROD_06,higiene,34.7,0,128,28.8,
VAREJO_05,2027-01-21,LOJA_01,PROD_07,limpeza,42.11,0,125,30.0,
VAREJO_05,2027-01-21,LOJA_01,PROD_08,limpeza,54.74,0,144,27.1,
VAREJO_05,2027-01-21,LOJA_01,PROD_09,utilidades,19.85,,148,28.1,
VAREJO_05,2027-01-21,LOJA_01,PROD_10,utilidades,30.19,0,179,27.2,
VAREJO_05,2027-01-21,LOJA_02,PROD_01,alimentos,11.61,0,147,28.6,
VAREJO_05,2027-01-21,LOJA_02,PROD_02,alimentos,18.24,0,136,,
VAREJO_05,2027-01-21,LOJA_02,PROD_03,bebidas,5.68,1,124,30.1,
VAREJO_05,2027-01-21,LOJA_02,PROD_04,bebidas,11.79,0,158,28.1,
VAREJO_05,2027-01-21,LOJA_02,PROD_05,higiene,23.57,1,146,27.9,
VAREJO_05,2027-01-21,LOJA_02,PROD_06,,35.41,0,177,29.5,
VAREJO_05,2027-01-21,LOJA_02,PROD_07,limpeza,41.8,0,142,30.7,
VAREJO_05,2027-01-21,LOJA_02,PROD_08,limpeza,55.61,0,177,27.7,
VAREJO_05,2027-01-21,LOJA_02,PROD_09,utilidades,18.01,1,116,31.0,
VAREJO_05,2027-01-21,LOJA_02,PROD_10,utilidades,30.0,0,173,29.4,
VAREJO_05,2027-01-21,LOJA_03,PROD_01,alimentos,10.87,1,102,,
VAREJO_05,2027-01-21,LOJA_03,PROD_02,alimentos,17.71,,176,28.4,
VAREJO_05,2027-01-21,LOJA_03,PROD_03,,7.19,0,127,29.0,
VAREJO_05,2027-01-21,LOJA_03,PROD_04,bebidas,11.15,0,178,28.1,
VAREJO_05,2027-01-21,LOJA_03,PROD_05,higiene,23.72,1,153,31.1,
VAREJO_05,2027-01-21,LOJA_03,PROD_06,higiene,34.15,0,152,32.6,
VAREJO_05,2027-01-21,LOJA_03,PROD_07,,41.13,0,123,30.4,
VAREJO_05,2027-01-21,LOJA_03,PROD_08,limpeza,55.06,0,112,29.9,
VAREJO_05,2027-01-21,LOJA_03,PROD_09,utilidades,18.82,1,149,28.0,
VAREJO_05,2027-01-21,LOJA_03,PROD_10,utilidades,30.24,0,125,29.4,
VAREJO_05,2027-01-21,LOJA_04,PROD_01,alimentos,12.76,0,109,26.9,
VAREJO_05,2027-01-21,LOJA_04,PROD_02,alimentos,15.72,1,112,27.7,
VAREJO_05,2027-01-21,LOJA_04,PROD_03,bebidas,7.14,0,175,28.5,
VAREJO_05,2027-01-21,LOJA_04,PROD_04,bebidas,9.21,1,121,,
VAREJO_05,2027-01-21,LOJA_04,PROD_05,higiene,24.58,1,156,26.4,
VAREJO_05,2027-01-21,LOJA_04,PROD_06,higiene,35.53,0,127,31.9,
VAREJO_05,2027-01-21,LOJA_04,PROD_07,limpeza,42.38,0,137,28.2,
VAREJO_05,2027-01-21,LOJA_04,PROD_08,limpeza,,0,141,29.7,
VAREJO_05,2027-01-21,LOJA_04,PROD_09,utilidades,20.84,0,117,27.4,
VAREJO_05,2027-01-21,LOJA_04,PROD_10,utilidades,29.47,0,92,,
VAREJO_05,2027-01-22,LOJA_01,PROD_01,alimentos,9.53,1,,29.6,
VAREJO_05,2027-01-22,LOJA_01,PROD_02,alimentos,18.18,0,109,28.3,
VAREJO_05,2027-01-22,LOJA_01,PROD_03,bebidas,7.19,0,90,28.9,
VAREJO_05,2027-01-22,LOJA_01,PROD_04,bebidas,10.96,0,105,28.1,
VAREJO_05,2027-01-22,LOJA_01,PROD_05,higiene,28.29,0,158,31.0,
VAREJO_05,2027-01-22,LOJA_01,PROD_06,higiene,35.51,0,131,32.6,
VAREJO_05,2027-01-22,LOJA_01,PROD_07,limpeza,43.08,0,155,30.5,
VAREJO_05,2027-01-22,LOJA_01,PROD_08, LIMPEZA ,54.89,,,32.9,
VAREJO_05,2027-01-22,LOJA_01,PROD_09,utilidades,21.53,0,167,26.7,
VAREJO_05,2027-01-22,LOJA_01,PROD_10,utilidades,29.17,0,90,30.6,
VAREJO_05,2027-01-22,LOJA_02,PROD_01,alimentos,12.63,0,112,,
VAREJO_05,2027-01-22,LOJA_02,PROD_02,alimentos,,1,94,31.7,
VAREJO_05,2027-01-22,LOJA_02,PROD_03,bebidas,5.64,1,167,30.8,
VAREJO_05,2027-01-22,LOJA_02,PROD_04,bebidas,11.42,0,131,27.8,
VAREJO_05,2027-01-22,LOJA_02,PROD_05,higiene,28.42,0,130,31.6,
VAREJO_05,22/01/2027,LOJA_02,PROD_06,higiene,35.08,0,107,29.8,
VAREJO_05,2027-01-22,LOJA_02,PROD_07,limpeza,36.7,1,121,29.5,
VAREJO_05,2027-01-22,LOJA_02,PROD_08,limpeza,47.62,,115,28.5,
VAREJO_05,2027-01-22,LOJA_02,PROD_09,utilidades,21.52,0,114,29.8,
VAREJO_05,2027-01-22,LOJA_02,PROD_10,,30.01,0,162,29.1,
VAREJO_05,2027-01-22,LOJA_03,PROD_01,alimentos,12.6,0,177,31.7,
VAREJO_05,2027-01-22,LOJA_03,PROD_02,alimentos,15.05,1,162,27.6,
VAREJO_05,2027-01-22,LOJA_03,PROD_03,bebidas,5.88,0,165,26.6,
VAREJO_05,2027-01-22,LOJA_03,PROD_04,bebidas,11.33,0,179,27.7,
VAREJO_05,2027-01-22,LOJA_03,PROD_05,higiene,27.17,0,141,32.1,
VAREJO_05,2027-01-22,LOJA_03,PROD_06,higiene,34.45,0,152,31.4,
VAREJO_05,2027-01-22,LOJA_03,PROD_07,limpeza,36.77,1,162,34.1,
VAREJO_05,2027-01-22,LOJA_03,PROD_08,limpeza,47.63,,125,30.1,
VAREJO_05,2027-01-22,LOJA_03,PROD_09,utilidades,22.01,0,148,32.3,
VAREJO_05,2027-01-22,LOJA_03,PROD_10,utilidades,30.95,0,152,,
VAREJO_05,2027-01-22,LOJA_04,PROD_01,alimentos,9.48,sim,161,29.4,
VAREJO_05,2027-01-22,LOJA_04,PROD_02,alimentos,16.92,0,109,,
VAREJO_05,2027-01-22,LOJA_04,PROD_03, BEBIDAS ,4.96,1,133,33.0,
VAREJO_05,2027-01-22,LOJA_04,PROD_04,bebidas,10.33,0,106,29.1,
VAREJO_05,2027-01-22,LOJA_04,PROD_05,higiene,,,96,30.5,
VAREJO_05,2027-01-22,LOJA_04,PROD_06,higiene,30.87,1,,31.9,
VAREJO_05,2027-01-22,LOJA_04,PROD_07,,42.55,0,131,27.8,
VAREJO_05,2027-01-22,LOJA_04,PROD_08,limpeza,54.37,0,112,,
VAREJO_05,2027-01-22,LOJA_04,PROD_09,utilidades,22.7,0,125,28.1,
VAREJO_05,2027-01-22,LOJA_04,PROD_10,utilidades,30.46,0,178,29.4,
VAREJO_05,2027-01-23,LOJA_01,PROD_01,alimentos,12.0,0,142,30.5,
VAREJO_05,2027-01-23,LOJA_01,PROD_02,alimentos,15.34,1,129,30.9,
VAREJO_05,2027-01-23,LOJA_01,PROD_03,bebidas,,0,163,28.5,
VAREJO_05,2027-01-23,LOJA_01,PROD_04,bebidas,10.92,0,130,28.1,
VAREJO_05,2027-01-23,LOJA_01,PROD_05,higiene,,0,96,29.3,
VAREJO_05,2027-01-23,LOJA_01,PROD_06,higiene,34.8,0,131,,
VAREJO_05,2027-01-23,LOJA_01,PROD_07,limpeza,41.49,0,,28.4,
VAREJO_05,2027-01-23,LOJA_01,PROD_08,limpeza,48.41,1,104,30.2,
VAREJO_05,2027-01-23,LOJA_01,PROD_09,utilidades,22.32,0,93,30.0,
VAREJO_05,2027-01-23,LOJA_01,PROD_10,utilidades,31.3,,148,29.1,
VAREJO_05,2027-01-23,LOJA_02,PROD_01,alimentos,12.08,0,157,30.9,
VAREJO_05,2027-01-23,LOJA_02,PROD_02,alimentos,16.18,0,154,30.4,
VAREJO_05,2027-01-23,LOJA_02,PROD_03,bebidas,7.39,0,145,28.3,
VAREJO_05,2027-01-23,LOJA_02,PROD_04,bebidas,10.92,0,90,28.4,
VAREJO_05,2027-01-23,LOJA_02,PROD_05,higiene,27.69,0,134,29.3,
VAREJO_05,2027-01-23,LOJA_02,PROD_06,higiene,34.14,0,117,24.8,
VAREJO_05,2027-01-23,LOJA_02,PROD_07,limpeza,41.74,0,150,29.8,
VAREJO_05,2027-01-23,LOJA_02,PROD_08,limpeza,"46,79",1,121,25.2,
VAREJO_05,2027-01-23,LOJA_02,PROD_09,utilidades,18.55,1,141,32.3,
VAREJO_05,2027-01-23,LOJA_02,PROD_10,utilidades,29.43,0,123,34.1,
VAREJO_05,2027-01-23,LOJA_03,PROD_01,alimentos,11.67,0,137,27.0,
VAREJO_05,2027-01-23,LOJA_03,PROD_02,alimentos,17.56,0,167,26.8,
VAREJO_05,2027-01-23,LOJA_03,PROD_03,bebidas,7.38,0,132,29.5,
VAREJO_05,2027-01-23,LOJA_03,PROD_04, BEBIDAS ,10.04,0,170,28.4,
VAREJO_05,2027-01-23,LOJA_03,PROD_05,higiene,24.47,1,,29.6,
VAREJO_05,2027-01-23,LOJA_03,PROD_06,higiene,35.88,0,161,30.7,
VAREJO_05,2027-01-23,LOJA_03,PROD_07,limpeza,-99.00,0,103,28.5,
VAREJO_05,2027-01-23,LOJA_03,PROD_08,limpeza,54.28,0,153,31.5,
VAREJO_05,2027-01-23,LOJA_03,PROD_09,utilidades,21.99,0,178,28.6,
VAREJO_05,2027-01-23,LOJA_03,PROD_10,,30.25,0,152,27.0,
VAREJO_05,2027-01-23,LOJA_04,PROD_01,alimentos,12.88,0,136,28.2,
VAREJO_05,23/01/2027,LOJA_04,PROD_02,alimentos,17.8,0,170,28.0,
VAREJO_05,2027-01-23,LOJA_04,PROD_03,bebidas,7.65,0,155,29.7,
VAREJO_05,2027-01-23,LOJA_04,PROD_04,bebidas,10.3,0,144,28.5,
VAREJO_05,2027-01-23,LOJA_04,PROD_05,higiene,24.56,,176,28.6,
VAREJO_05,2027-01-23,LOJA_04,PROD_06,higiene,34.84,0,122,28.5,
VAREJO_05,2027-01-23,LOJA_04,PROD_07,limpeza,41.43,0,121,28.4,
VAREJO_05,2027-01-23,LOJA_04,PROD_08,limpeza,54.39,0,170,30.7,
VAREJO_05,2027-01-23,LOJA_04,PROD_09,utilidades,,0,100,29.7,
VAREJO_05,2027-01-23,LOJA_04,PROD_10,utilidades,29.57,,125,28.8,
VAREJO_05,2027-01-24,LOJA_01,PROD_01,alimentos,12.55,0,169,29.3,
VAREJO_05,2027-01-24,LOJA_01,PROD_02,alimentos,17.98,0,97,29.5,
